variable,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99,sample_100
variable_11,-0.511987,1.963973,0.108967,-0.438021,0.547672,-1.717336,2.533508,0.872423,0.675670,0.068302,-0.366873,1.780205,-2.165746,-1.676886,-1.105464,-0.054545,0.120338,0.586556,0.126661,-0.338325,1.200211,-0.570378,0.239636,-1.148224,-1.070273,0.902931,-0.031678,-0.039466,-1.015915,-0.192344,-0.379876,-0.150994,-2.199550,0.177030,0.060719,-0.987023,-0.310599,0.645366,2.980634,2.600343,-0.143272,1.137830,-1.734550,-1.569930,-1.824919,-1.107963,0.122810,-0.353619,1.141170,-0.586829,-1.083844,-1.034883,0.101794,-2.426687,-1.267371,0.815419,-1.565364,0.645186,0.128588,-0.566400,-1.221303,-0.055531,-0.271217,-0.818759,0.317808,0.331344,0.593790,0.076719,-0.078849,-0.529068,1.101760,0.321953,-0.329821,1.410436,-0.077922,-0.354530,3.136463,1.589663,0.481509,-0.311218,1.005833,-0.077629,-0.059236,-0.838100,0.519754,-0.719398,-0.705739,-0.610671,-1.081168,0.754968,-0.337775,0.545155,-0.484613,-0.958456,-0.200749,0.294896,-0.081166,2.044325,1.044891,1.037401
variable_12,0.199959,-0.818525,0.164462,-1.415072,0.052688,-0.265642,-0.379550,0.349897,-1.104038,0.589916,2.253756,0.439105,0.845045,0.271019,0.139082,-0.874408,0.756778,0.385477,-2.808400,0.053894,0.207918,0.796315,-0.016421,-0.157331,0.424435,0.043825,0.588239,-1.038744,-1.023325,0.012139,0.169975,0.297339,2.168491,-0.606200,1.634417,-1.059524,-0.711743,-0.833658,-0.770189,0.662612,0.762069,0.778355,-0.132445,-0.634396,-0.611784,-1.752957,0.159416,-0.851344,-0.861642,-0.522575,1.169682,-0.827204,-0.744439,0.166132,0.490327,-0.513313,0.114027,-1.758827,0.979087,0.365866,-2.407519,-2.006131,0.787849,0.521057,0.926008,-0.660137,-1.411241,-1.240456,-0.615651,-0.109070,0.142202,-0.228544,2.035549,-0.118174,0.483983,1.555186,1.258946,0.024452,-0.190148,0.851901,0.345523,0.587383,-1.452271,-0.601687,-0.134594,-0.690715,0.538080,-1.207439,1.012862,0.865903,-0.853768,1.705445,0.561385,0.532877,0.819086,1.080931,1.250734,-1.557038,-1.890625,1.119064
variable_13,-1.109406,1.406773,-0.525836,0.183298,-2.026739,0.395926,1.793917,0.026294,0.020302,0.267720,1.346167,1.392927,0.132417,0.003976,0.776965,-1.439444,0.960516,-0.339709,-1.087098,-0.898460,-1.491791,1.182956,-2.265445,-1.209996,-0.885523,-0.219893,-1.276636,-1.157944,0.802952,-0.930472,1.259250,-1.072605,-0.215483,-0.477206,-0.227462,0.920130,0.551089,0.225885,-0.487228,0.277785,-0.150447,0.924493,1.232196,0.759432,0.237856,1.466120,-0.031927,0.205520,-0.475109,-0.068409,0.366671,0.535624,-1.031942,0.945192,-1.434301,-0.904763,-0.883261,-0.128350,-0.418969,0.938647,-0.075696,-0.810415,-1.363966,1.628649,0.960983,-0.204478,0.546766,0.699899,-1.824035,2.298455,0.770419,-0.739155,-0.142224,-0.840578,-1.975569,-2.408840,1.082583,-0.220782,0.718487,-0.488812,-0.091881,0.821450,-1.129346,0.363298,0.441215,0.260984,0.968000,-0.755678,-0.505884,1.179625,-0.226782,0.528529,-0.128973,0.142809,0.587076,0.218899,-0.224585,-0.618313,-0.188443,1.174782
variable_14,-0.417033,1.439542,0.739327,-0.569942,1.343720,-1.001524,0.588624,0.035743,1.552633,0.330520,1.187971,0.084049,0.593899,-0.000564,0.640078,-1.191869,0.750981,-1.504935,-1.460719,-0.714490,1.055635,1.884032,-0.589957,0.109907,-0.019032,0.533865,-0.006211,0.084468,-0.304943,-1.632790,1.454610,-0.130122,0.838347,-0.143433,-1.475770,-0.782446,-0.161352,2.020271,-0.409133,0.316892,1.146335,-0.350226,1.061573,0.411947,-0.819925,-0.097688,0.155790,4.046045,0.304713,0.628898,0.056128,2.066634,-0.009584,0.894789,-0.469384,-0.723715,-1.208416,-1.483253,0.880993,-0.482196,0.470670,0.988717,-0.934060,-0.278914,0.422060,-1.706994,-1.699817,-0.364992,1.839537,0.414663,-0.782505,-0.611771,0.653063,0.137452,0.977297,0.173831,-1.909080,-0.570175,-1.330390,1.454041,-0.343667,-0.828931,-1.294018,0.230416,0.047396,-0.911179,-1.124145,-0.334512,0.588692,-1.578938,-0.549945,-0.293488,1.082355,-0.566401,-1.216143,-0.657127,-1.399724,1.355230,-0.630650,0.974803
variable_15,0.566069,0.860569,-0.538082,-0.957769,-0.587321,0.755422,0.250454,0.363864,-0.737787,-1.050294,0.175548,-0.368295,1.025672,-0.599064,-0.128467,2.077203,-0.034942,-0.876805,-0.081327,0.173601,0.501122,0.673750,-1.204002,-0.358405,0.568100,-0.377747,0.874693,2.126144,0.983468,1.084779,0.364520,0.095895,-0.281142,0.126993,-0.389465,0.434214,-0.368176,0.392345,0.449039,2.080547,1.143587,-1.281671,-0.065634,0.324471,0.624681,0.974195,-1.332971,-0.480297,-0.064104,0.107460,-2.236894,1.153260,-0.077530,-0.070727,0.868173,-0.833118,1.054959,-0.693245,1.707445,1.483736,-1.293382,0.712071,1.196251,-0.418327,0.346140,1.411658,-0.690779,1.677203,-1.165123,-0.519097,0.533574,1.424359,0.569070,-1.063047,0.133771,0.558416,-0.634813,-0.272365,-1.842530,1.125206,0.480959,1.236640,0.258501,-0.487412,0.680255,-1.373619,1.047206,0.244176,0.169600,-1.823877,-1.289734,1.263764,-1.275402,-1.164734,0.007874,0.362419,-1.076672,0.229145,3.218851,0.091051
variable_16,0.985229,0.621261,-1.168317,-0.868158,-1.911086,1.029816,-0.872797,-1.004996,0.727824,0.032675,0.837246,-1.286180,0.711311,0.439065,0.644129,-0.473450,-1.124886,0.172230,-0.664657,1.446784,0.547560,0.202820,0.808848,-1.830249,-1.413998,0.651813,0.467935,-1.523305,2.204390,-0.532064,-0.581783,0.269208,0.495015,-0.160570,0.449022,0.618858,-1.934404,-0.780908,-0.028108,1.159773,0.916028,2.089098,-1.312612,-0.259033,1.764385,-0.013442,-2.436437,-1.141892,1.060137,0.920715,0.122821,0.326788,1.195863,1.736481,-0.685706,0.361123,-0.011042,0.030224,0.705743,-0.869445,-0.066114,-1.416439,0.721951,1.126320,-0.816692,0.319152,1.217660,0.639489,1.131793,-0.831967,-0.288239,0.323219,-0.601470,-0.848423,-0.136419,0.436971,0.791316,-0.277662,1.583043,0.252819,0.191592,0.271011,0.461193,-0.286586,0.788420,1.065862,0.869333,-0.414732,0.128872,0.487890,-0.220530,-2.812186,1.031826,1.547596,0.318632,0.893382,0.102499,0.746891,0.185391,0.380231
variable_17,-1.872231,-1.045602,-0.306110,0.331349,0.234175,0.257718,1.681838,0.633407,-0.029419,-0.338948,0.548825,0.912861,0.709415,-0.331467,-0.642988,-1.521992,0.062116,0.994368,1.837949,-0.758483,-0.641003,-1.940634,0.249123,1.924115,1.628508,0.626393,0.664707,0.073824,-0.029199,-1.184875,-0.740344,-0.672782,0.467024,-0.128180,0.912418,-1.408070,-1.542609,1.123945,0.950577,-0.259227,-0.137656,-1.589503,-0.652569,-0.954174,0.521327,1.568831,0.014303,1.312951,-1.295649,0.387063,0.978172,-2.018689,0.850484,0.015522,-1.157509,-0.540604,-0.659126,0.763814,-0.270767,0.363279,-1.796092,-0.942371,0.069672,1.217219,-0.795715,-0.019014,-0.884367,0.357058,-1.320538,-0.591640,0.930173,-0.959428,0.541665,0.434393,-0.380679,-0.911372,-1.302393,-0.317080,0.662254,1.571505,-0.742723,-0.361763,-0.494773,-0.761269,-0.617139,2.180903,0.620841,-1.160473,0.445886,0.475193,-0.008155,-0.123484,0.898141,2.547180,-1.001397,-0.305891,-0.860442,-0.690790,0.084206,-1.170547
variable_18,0.320714,0.842300,1.294127,0.569414,-0.090620,-1.282064,1.192507,1.095303,-0.796029,0.076081,-1.139537,-0.559561,0.413725,1.348442,1.784751,1.853539,-0.961225,0.337865,-0.899419,-1.361301,-0.704834,-1.447437,-0.893786,-0.610221,-1.422417,0.248386,-1.266705,-0.209171,0.119971,0.063334,0.552722,1.026063,-0.198795,-1.843013,-1.585975,-1.208652,-0.430126,-0.010616,-1.311406,-1.245773,0.455143,-0.358661,0.053520,-0.957408,0.129885,0.925108,0.177439,-0.463971,-0.525004,-2.231516,-2.134828,-0.000885,1.482232,0.095076,0.962056,0.439022,0.763337,-0.190763,0.099816,1.245561,-0.294727,1.852140,0.265791,-0.661943,1.101268,0.973331,1.818697,0.013913,-0.474859,-1.611071,-0.386718,-1.760262,0.400997,1.112230,0.433250,1.117100,0.172227,-1.503096,1.945785,-0.253348,0.515005,-0.467212,-1.313844,1.858210,1.560162,-2.307324,0.630555,0.201987,-0.594474,-0.894561,0.126508,1.400924,-1.408524,-0.165922,-0.311436,-1.293227,0.372788,-0.225939,-1.078264,-0.038353
variable_19,-0.810812,0.170755,0.410924,-0.467792,-0.850391,-0.344246,0.642954,0.374183,1.245913,1.090842,-0.988211,-0.382221,0.550788,2.222244,-0.227556,-0.827982,-0.256505,-2.258410,2.533820,0.888779,-0.634747,2.500379,1.681073,-0.226588,0.891896,-0.081828,-1.106502,1.014991,1.030154,-0.922056,0.648335,-0.727771,0.375258,-0.447866,-0.440545,-1.803838,-0.664034,-1.009957,-0.106404,-1.258015,-0.532474,0.588118,0.054957,-0.998405,1.485014,-2.427071,0.166788,-0.005292,0.978195,0.676621,-1.053909,1.150742,-0.286822,0.073412,-0.281660,-1.409241,0.582678,-1.038979,0.079876,-1.154946,0.882974,-0.539016,-0.392334,-0.312082,-1.716578,-0.097094,-0.929507,0.430837,-0.406270,-0.858100,-1.755960,-2.333449,-0.928633,0.490903,-0.719718,0.132413,-0.827739,0.706834,-0.044414,-0.283899,-2.994822,-0.152734,2.021790,0.003053,-2.162848,0.446269,0.034430,-0.024488,0.902266,-1.578931,0.413971,0.228580,0.257519,-0.726275,1.653230,1.358195,-0.586193,1.354214,1.151229,-0.518928
variable_20,-0.279029,0.344507,1.548673,-1.629035,-0.373990,-0.088360,0.722697,-1.146519,-1.094171,0.287525,-0.261588,-0.147313,0.881697,0.636288,0.980982,1.464385,0.280529,-0.618007,0.514154,-0.186249,-0.088482,0.002589,-0.033640,0.925856,0.561540,2.371846,-0.864193,0.354454,0.311138,-0.364713,-2.883508,0.270063,-0.575785,-1.639113,2.227168,0.960265,-0.352548,0.156687,-1.540463,-0.046755,0.342959,0.410847,1.134763,0.877897,0.572615,0.026269,0.229888,1.676074,0.062177,0.099274,0.380294,-0.887703,-0.549049,-0.433940,-0.726603,-0.407343,0.264186,-1.247943,-0.825804,0.041060,-0.946286,-0.570254,1.979480,-0.151173,0.861252,1.402923,-0.360029,-0.361596,-0.662900,0.445523,-0.449363,-1.480632,0.621569,0.330701,-0.506094,-1.708078,1.031353,0.174643,1.699588,-0.351362,1.269240,0.568764,1.657701,-1.179422,1.230555,0.083290,0.512532,0.244609,-0.662234,1.336718,-0.125277,-0.550166,-1.041165,0.175037,0.193718,-0.261587,0.738565,0.643264,-1.321964,-0.159946
variable_21,-0.974490,0.136826,0.314489,-0.522272,0.420158,0.754840,0.212305,-0.934527,0.281488,0.593015,-0.438648,1.677808,-0.591347,-1.107358,-0.705016,0.777354,-1.221019,-0.453719,-0.449583,1.591576,0.376614,-0.548414,-0.116672,-0.331032,-0.943357,-0.876002,-0.392378,1.930002,-0.921213,-0.720193,1.406227,-1.544001,0.152337,-2.505303,-0.497816,-0.208871,0.585360,-0.127768,-0.071663,-1.613168,0.739140,0.102195,1.399137,1.637401,-0.199688,0.631609,-0.761719,0.324775,0.251381,1.002769,-0.217137,0.286161,-0.403778,0.017111,-0.133204,-0.175972,0.094623,-2.546622,-0.346087,0.196882,0.409631,1.681598,1.078511,0.155233,1.894349,0.783551,-1.990793,-2.233547,-0.526324,-0.309496,1.203897,1.362259,-0.465108,-0.321141,1.100781,-0.725100,-0.174504,-0.970825,-0.710348,-0.235027,1.178397,0.523995,-1.060954,0.041183,-1.080769,-1.619502,-1.202499,0.406676,-1.074465,-1.072867,0.312032,0.705299,2.896353,-1.743336,0.396713,-1.303640,-1.180217,0.012273,-0.158175,0.059373
variable_22,-0.253867,1.986137,0.012382,0.781971,-0.209168,-0.645463,0.819909,0.211061,0.754210,0.979758,0.522560,0.332220,-0.088309,0.705400,0.056584,-0.856728,0.374996,0.957048,0.136112,0.360057,1.268945,-0.744277,0.398091,-1.920965,-1.212499,0.723583,0.903383,-0.510669,0.049540,0.069093,0.017400,1.204232,-0.761956,0.972408,-0.008872,0.169491,0.471042,0.207012,0.610387,-0.333842,-0.806086,0.780471,0.612754,0.038978,0.151486,-1.614041,0.057850,-1.044979,-0.302263,0.690391,-0.399390,2.023726,-0.076608,0.501492,0.078112,0.468132,-0.885825,-1.339035,-1.073941,0.758512,-0.286277,1.616841,0.096108,-1.222129,0.332586,0.849728,0.165994,-0.390758,-1.436463,0.500880,0.749772,0.360071,0.897382,0.145717,2.804339,-0.638815,0.692834,-1.053084,0.441913,-0.081107,-0.585307,0.101625,0.449318,0.107842,0.800418,-1.652882,-0.326782,-0.013753,0.184103,-0.322013,-0.571865,1.037983,-1.846542,2.043065,-0.703480,-0.531573,0.635057,0.496832,0.424162,0.362293
variable_23,0.466027,0.139866,0.935983,0.068678,0.173411,0.214569,-0.759730,-0.490579,0.200817,-0.461374,0.981078,0.751785,-0.853839,-0.391512,2.088475,2.058509,0.823008,-1.096936,-0.725581,0.457447,0.873807,0.886569,-0.471066,-0.187430,0.133067,1.394273,-0.514179,-0.174430,0.759714,0.808592,0.318201,-1.438552,1.495387,-0.765512,0.449015,0.772734,0.373723,-0.302373,1.694495,-2.058747,0.319104,-0.609176,0.747209,-0.401649,-0.933371,-1.091170,2.637986,-1.175022,-0.713862,-0.918140,0.550983,-0.339078,-0.355995,-0.266377,1.181942,0.155063,-0.650300,0.011983,-0.139644,0.614797,-1.654477,-1.392258,-0.288537,-0.109322,0.104609,0.202858,0.763905,-0.219823,-0.131679,-1.015150,0.353597,0.217094,0.762625,0.935220,1.880783,-0.508642,-0.550779,-0.108008,-0.448264,0.801610,0.191242,0.586195,0.107705,-0.128198,-1.003582,-0.093181,1.527901,1.006360,0.207075,-1.321646,0.114547,-0.640619,1.579171,-0.008631,-0.734334,-1.664398,-0.720250,0.339496,0.348566,1.245555
