variable,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99,sample_100
variable_11,2.877086,-1.767852,-0.405773,0.564073,-0.290728,-1.985893,-0.699819,0.194698,-1.151842,-0.154556,0.120231,1.657393,-0.646807,-0.667143,1.497037,0.015037,-1.165193,0.479396,-1.721292,0.301429,-0.789951,0.530937,-1.087535,-1.034675,-0.228174,0.668103,0.209630,0.276920,1.203711,-0.969349,-0.407020,-1.876725,-0.551186,-0.262422,-2.124107,2.318504,0.985602,0.357977,-1.421378,-0.192685,0.992518,0.489158,0.810942,0.379469,-0.350688,0.247145,0.594904,1.487410,1.027426,-1.473622,-0.515242,-1.129360,0.510861,-0.101922,-1.219343,0.232746,-0.666002,-0.635405,-0.329381,1.011372,1.485965,0.015686,1.281860,0.037935,-0.897584,-1.164198,0.588630,-0.194640,-1.124733,-1.515639,-0.625760,0.130342,0.833002,-0.608513,-0.327989,0.171013,-0.789172,0.386898,2.205548,-0.484211,-0.361545,0.841741,-0.140021,-0.199125,0.777493,-1.153274,1.527626,-1.663214,1.151852,0.948152,-1.604798,-1.072526,0.673533,-0.850277,1.047023,-0.423166,2.242502,-0.531231,0.430938,-0.735708
variable_12,-0.968358,1.862311,0.437765,-1.613195,-0.615385,0.144388,-0.770838,0.167907,0.048125,0.694690,-0.442440,1.571330,-0.073614,-1.171098,1.517970,0.365743,1.679396,-0.047641,0.002145,-0.006086,-0.522592,0.751600,-1.629333,-1.118467,2.404364,-0.416900,1.580175,0.084978,-0.596697,0.267722,-0.373984,2.313617,-1.222391,0.178969,-1.178168,0.849103,1.262738,2.017283,1.000404,0.212058,-0.967918,-0.003168,0.461362,-0.651493,-0.730908,0.153727,0.809951,-0.279389,0.910416,0.308547,-0.494378,0.953225,-0.894647,0.359505,0.343217,0.579158,-0.448559,0.135966,0.304064,0.265878,-0.080601,0.574299,1.183450,-0.575556,-1.419456,-0.446717,-0.569039,-0.875792,-0.088222,0.638275,-1.359545,0.989058,1.076493,-0.440509,-1.788105,1.681012,-0.869762,-0.387114,-1.018947,2.415367,0.503970,-0.188350,-1.048678,0.756534,0.610910,0.472066,1.165425,0.732820,-0.351282,-2.604041,0.407112,0.320425,2.789166,-0.262110,0.577572,0.751041,-0.268693,-1.234244,0.736002,-1.339930
variable_13,1.620310,-0.213353,0.375828,0.140147,-0.469829,-1.117441,-0.247792,-0.876858,0.811105,-0.513948,1.784425,0.169198,-0.096194,-0.032747,1.910173,-0.497695,-1.512445,1.923158,0.747671,-0.019553,1.013141,0.494500,-1.781567,0.326212,-1.835587,0.353389,-0.053431,-1.036922,-1.681744,-0.290395,0.626523,1.652372,0.377423,-1.284805,-1.591743,-0.021528,-2.190667,-0.882405,0.590254,-0.578088,0.262211,-2.747272,-0.287710,-1.422806,-0.430119,-1.163020,-0.426981,-0.468206,0.071387,1.171619,-1.818990,-0.956228,-0.087346,-1.801450,0.312685,1.313324,0.751555,-0.601891,0.807390,-1.012981,-1.557314,0.039500,0.655646,-0.625050,1.002346,0.938044,-1.016555,0.535396,-0.180611,0.688335,-0.567646,-0.211332,2.545346,0.437945,0.919857,-0.616045,1.733741,0.900086,0.226875,0.758929,0.946600,-1.349980,-1.248523,0.614252,-0.413773,-0.101688,0.268516,-3.655305,-0.367235,0.431608,-0.469415,2.315966,1.617926,1.104464,-1.162065,-0.562195,0.174258,0.374714,0.424124,1.051702
variable_14,-1.033147,0.635796,0.182817,-0.550823,0.960140,2.036860,-0.045691,-0.094434,1.789625,1.777608,1.439538,2.135110,0.998474,1.717385,-0.633942,0.135255,1.232547,-0.336892,-1.080500,0.251267,0.219160,-0.580581,0.432664,-0.422142,-0.296538,-1.567832,0.054382,0.948762,0.664752,-0.409058,-1.678937,-1.630515,0.932528,0.315421,0.025567,1.076029,0.784126,-0.188663,-0.963130,0.581366,-1.391819,0.465468,0.244905,-1.208770,0.106084,0.351507,0.826238,-1.698893,1.782753,-0.948194,-1.089866,0.030739,0.339676,0.461219,0.997144,0.914003,-0.908669,-0.111498,-0.032392,-0.839425,0.408118,1.656637,0.485142,-0.267203,-0.252764,0.224580,-0.096606,0.755644,-0.175319,-0.466548,-0.036755,1.971368,0.283587,-0.434588,-0.105427,0.679306,-1.055308,0.502514,-1.183072,0.050874,2.272994,-0.517597,1.143285,0.140073,0.577201,-0.042356,-0.459734,0.717077,2.631406,-0.352504,0.948898,-0.574706,0.737525,0.991201,-0.751652,-0.588406,0.078173,1.107280,-0.786793,-0.736379
variable_15,-0.159845,0.589262,-1.043887,0.750256,0.178858,1.266840,-0.060605,-0.040589,-1.588348,-0.634584,-0.211257,-0.354685,1.782226,0.716397,0.947330,-1.667294,2.047621,-0.610417,0.321353,-0.163614,-1.043453,-1.250361,0.517359,1.067818,-0.228412,-0.394049,-0.343064,0.113385,0.726227,0.522944,-2.019158,-0.094168,-0.032601,0.632742,1.052514,0.372432,-0.719212,-0.941303,0.194384,0.709371,1.682439,-0.695578,-0.173146,1.149426,0.447008,0.688898,-1.664071,0.636265,-0.002805,-1.110761,-0.951516,-0.191264,-1.023152,2.082477,1.109166,-0.158826,1.010925,0.829213,0.424328,0.604737,0.540273,1.187219,-0.055070,0.339118,0.680838,-1.305889,-1.024430,0.624207,0.027120,-1.320908,-1.205972,0.606863,1.596464,0.348615,1.022634,-2.672273,-2.408231,-0.167706,1.710567,0.718884,1.493086,-2.093293,-0.253881,-0.240850,-1.214429,-1.816281,2.279530,0.489692,0.141881,0.704339,1.582349,-1.703807,1.834587,-0.381852,-2.073934,0.457759,-1.338083,2.529399,-1.284786,-1.637679
variable_16,1.022326,1.825155,-1.592022,0.613180,0.553658,-1.314081,0.518049,-0.127581,-0.612756,1.308250,0.697418,1.144381,-0.857862,0.163144,-0.223149,0.363853,-0.279411,0.807480,-0.360223,1.436297,-2.000601,-0.291335,1.018806,-1.302275,1.955638,-1.621244,-1.053749,-0.753615,0.237169,-0.730429,-0.756116,0.744478,-0.709526,0.784627,2.145081,-0.270284,0.570728,-0.170977,-0.096065,-0.114293,-0.848706,0.903550,-1.270274,1.092572,-1.731939,0.804541,-0.179880,0.362814,-0.034790,0.326589,0.020518,0.546129,0.254108,-0.742913,1.835737,0.178583,-0.673863,0.666327,-0.961859,-0.131572,-0.085699,-0.041507,-0.510749,0.710467,1.693783,-0.514401,-1.770611,-0.897108,0.629943,0.118922,1.207752,1.719963,-0.700224,0.299680,-0.982570,0.322880,-1.605540,-0.883720,-0.222248,1.273179,0.024058,1.226811,0.048691,0.598451,0.999906,-0.874898,-0.127700,0.857155,0.608768,1.223064,-0.324047,-1.313070,0.823192,0.603660,-0.188994,1.214560,-0.683914,0.635143,-0.354651,0.783714
variable_17,-0.293626,0.434537,0.263916,-0.336761,0.714806,0.509250,-0.642278,0.383381,0.225231,-0.204413,-0.159897,1.967253,0.198148,0.483019,2.587730,-2.135043,-1.288069,0.618187,-1.970902,0.443369,-0.674522,2.148510,0.233491,-0.571220,1.111324,0.636817,0.811715,-1.719310,-0.188059,0.381925,1.879521,-1.579049,0.597606,0.924746,0.507410,-0.999865,0.644974,1.284671,-1.472273,0.497270,0.355149,-1.054429,-0.921406,0.253255,-1.107417,0.028937,0.555549,-0.342170,0.472757,-0.939204,0.865583,-0.868121,0.466485,-0.119441,0.314593,0.308710,-0.266773,0.908585,-1.029076,0.428465,-0.308961,0.015598,-1.005502,-2.162651,1.348945,0.303015,-1.755241,1.335899,1.428289,-1.544184,0.095854,-1.161059,-0.764530,-0.099890,0.088852,0.901187,0.075365,-2.056229,0.148033,0.810802,1.406825,2.234879,1.456704,0.073218,-0.457225,0.208714,-0.012768,1.947991,0.926372,-1.112667,0.179191,-0.480692,1.292582,2.247968,-1.264230,-0.213781,-1.182587,0.573684,-0.024014,-0.069124
variable_18,0.237983,1.170635,1.878876,-0.705929,0.084354,0.956650,0.081496,0.036456,-0.610888,-0.869601,1.572004,-0.330288,2.451692,-0.125793,0.492525,0.569754,1.392204,-0.066764,1.079406,1.496049,-0.537521,-0.402651,-0.094601,-0.462286,-0.481892,1.382955,-1.179641,1.029602,1.441951,-0.102148,0.514122,-1.668068,0.183254,0.636676,1.704320,-0.237923,-1.664046,1.706023,-0.469238,1.189333,1.618322,-1.191419,0.848321,-1.396880,0.116548,-0.241250,-1.236308,-0.074091,2.182269,-0.053662,-0.392701,0.725590,-0.621572,0.384436,-1.217533,0.129546,0.712872,0.624063,1.815481,-1.558526,0.862485,0.178238,-1.721294,0.295890,-0.443086,-1.678632,1.245243,-0.113136,1.456088,-1.148350,-0.228419,0.055161,-2.558239,-1.038288,0.166486,-0.422931,-0.369721,-0.770075,-2.415206,-0.600114,-0.622442,-0.543315,0.642505,-1.041052,0.602060,-1.309134,-0.887991,0.239298,-0.014652,-0.597156,-0.136622,0.476315,-1.076437,0.755453,1.592860,1.602326,-0.574035,0.797478,0.429996,0.674446
variable_19,-0.201398,0.400441,0.640732,-0.905967,0.403360,1.187482,1.104615,-1.712124,0.880944,-0.726998,0.430766,-0.454649,1.198658,-1.195856,1.079344,-0.057556,-0.900861,-0.164950,0.192711,-0.184956,-2.498389,0.791111,-2.330542,1.493910,0.433834,0.355886,-1.690250,-0.638421,0.567004,-0.308610,0.954232,-0.748924,0.598615,-0.996644,1.146043,0.128196,2.469659,-0.217219,-2.016651,-2.642093,1.432234,0.051981,-0.036382,-1.502508,-0.194637,-0.501440,-0.202079,-0.197671,0.939551,0.122833,-0.392490,0.552450,-0.789932,-1.017047,-1.554023,-0.167090,-2.302244,0.106719,-0.140250,-1.250301,-0.355428,0.880235,-0.017420,-0.426500,-0.613767,-0.417359,-1.460076,0.877019,0.182857,-0.338654,0.786890,0.068705,0.798428,0.523022,-0.161354,0.848810,-0.552083,-0.043892,0.268626,0.144043,-0.111790,0.260400,-1.365848,-0.293739,0.611282,1.436320,0.515539,-0.364797,0.567752,-1.199354,-1.483977,-0.991310,0.707617,1.556686,0.578361,0.253270,-0.628194,0.828147,0.359924,2.785382
variable_20,-0.630359,-0.349318,-0.661299,0.076347,0.823423,-2.525699,1.280693,-0.023117,0.295412,0.230552,-0.769757,-0.329679,1.063605,-0.113709,-0.458230,0.500293,-0.666886,-0.130515,0.243858,-0.542126,-0.327830,-1.058498,-0.173301,2.206922,-1.029800,-0.247866,-2.917644,1.044532,0.754064,-0.588526,1.211608,-1.367431,1.147901,-0.421088,1.637527,-0.831968,-0.013405,-0.442218,1.381529,-0.632791,0.005629,-0.943284,-0.085303,-0.334243,1.662504,0.203495,-0.220861,-1.911593,-0.236271,1.024044,0.458544,-1.166200,0.173046,0.353459,0.505085,-1.512278,-0.216575,0.176900,-0.495397,-1.982611,1.339359,-2.188006,0.925063,-0.310640,0.742825,-0.157848,-0.329147,1.082250,0.807255,0.286478,0.538449,-0.695167,1.370993,0.172156,0.106101,1.579669,-1.806312,-1.529170,1.029708,-1.083828,1.427753,-2.019930,-0.498381,1.646462,-0.683945,0.957764,1.035287,-2.188889,0.741713,1.010498,-0.167411,1.518155,0.131322,-0.987362,-2.388759,-2.646986,-0.698460,-3.154452,-0.057112,1.743868
variable_21,0.328243,-0.482301,0.153248,1.019692,0.638426,0.843032,0.159691,1.540013,0.208964,-0.031492,1.919600,-1.064052,1.565766,-0.215670,-0.153506,0.144337,-0.185840,-1.983742,-0.977141,0.035515,0.176218,-0.136349,-0.676004,1.176520,-0.883162,0.467920,-1.657319,-0.765520,1.067397,-1.179513,0.010053,1.791052,-0.493933,0.497052,0.012747,0.199878,0.743148,0.763683,-0.216070,-0.475504,1.051766,-0.531631,-2.293557,0.578585,-1.667583,-0.479133,0.817035,-0.095386,1.092763,0.748691,0.522742,0.510575,-1.472612,0.454125,0.339761,-2.099716,1.146041,1.274346,1.749518,1.300242,0.197377,-0.955577,0.535919,1.389893,-1.008508,0.451431,1.391983,2.282639,0.664710,-0.117370,-1.042919,0.319023,0.584774,0.065296,-0.887301,0.276015,1.647169,0.843224,1.601140,2.099374,-0.680180,-0.221605,0.708035,-1.194375,1.432204,0.241129,0.362085,0.521832,0.057580,-0.822923,-2.159796,-0.198453,-0.132473,-0.295053,-0.400294,0.373812,1.711230,0.218606,1.640520,-0.523052
variable_22,-2.832810,-2.809519,-4.166086,-2.457175,-2.577371,-2.628235,-3.542416,-3.436806,-1.715234,-3.420453,-1.480238,-2.118778,-4.045134,-3.077175,-3.573751,-1.385262,-1.964523,-1.253205,-2.689784,-5.075238,-2.180541,-2.731650,-2.532020,-4.431485,-3.386542,-3.115870,-1.508625,-0.442480,-2.448260,-3.652634,-3.871695,-2.903365,-1.947288,-2.221165,-2.471488,-5.443335,-2.138697,-1.795497,-2.299857,-3.177925,-2.701748,-2.469684,-1.983562,-3.580561,-2.844224,-1.703018,-2.871846,-2.481010,-3.933602,-3.593454,3.100889,3.332934,3.522488,1.829354,3.076078,3.925619,4.327202,1.904567,2.549332,3.556630,2.183044,2.516413,1.932538,2.399070,2.850980,2.625014,3.134590,1.692444,3.264084,1.390569,3.223982,0.998786,2.856967,0.783156,2.054390,1.381396,2.598615,2.307330,2.146172,0.938105,0.646069,1.508344,2.142264,2.714382,1.797809,2.829243,1.339534,1.107909,4.086834,3.944838,2.509309,3.041375,2.195315,-0.413948,3.047534,2.242960,2.574972,2.306411,1.670678,2.848721
variable_23,0.492948,-1.155245,1.821822,0.445962,1.917202,1.327459,-0.184676,-2.516786,0.481122,0.027821,-0.794521,1.032692,-0.354252,-0.952221,-0.641802,-0.072019,0.311457,0.324513,-1.665408,0.690967,-0.664763,-0.319621,0.716134,-0.428591,1.600547,1.550648,1.840960,-1.608928,0.842393,0.948490,-1.931380,-0.050810,0.539624,-0.908578,-1.695433,1.068632,0.450380,-0.850464,1.866288,-3.455524,-0.506592,-1.754310,1.431282,0.804330,-0.133102,-0.510685,-0.803618,-0.149762,1.401612,-1.279885,-0.998494,-3.102400,-0.672420,-0.734909,1.550258,-0.056530,-0.056084,-1.662662,-0.360883,0.271861,0.700068,-0.148155,-1.154805,0.991355,-2.105024,1.008532,2.012725,0.116542,-0.904947,1.262462,0.410724,-0.270010,2.600751,1.241023,-1.217236,-1.206164,0.841527,0.078360,0.328630,-1.933461,0.806505,-0.496767,0.022758,-0.830386,-0.305249,2.670035,-1.414784,0.975065,-0.655974,1.408513,-0.194283,-0.255489,-1.059453,0.019570,-0.253091,1.714063,2.188771,0.902957,-1.737766,-0.682734
