variable,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99,sample_100
variable_11,1.371390,-1.255220,-0.819442,1.165356,-1.296908,1.632823,0.535790,0.647060,1.213986,-0.566252,1.966515,0.582276,0.186789,-1.144024,-0.546974,-1.293768,-1.187944,0.461905,-0.098163,-0.342445,-0.900615,-1.090380,0.327783,0.104190,-0.982811,1.207517,-0.140196,0.695434,1.597517,-1.800244,-1.930739,-1.683839,0.028310,1.574489,0.659486,-0.357951,1.990703,-0.008608,0.340682,0.378811,1.094744,-0.232651,0.212342,0.983274,-0.828096,-0.367483,0.894584,1.750876,-1.129218,-0.590221,-1.884487,-0.333823,1.263956,-0.413383,-1.584772,-0.092502,0.901718,-1.350899,-0.219216,1.337116,1.441160,-0.067229,-0.036429,-0.987140,-0.809405,-0.631058,0.586808,1.776498,0.270932,-0.882220,-0.556713,1.257723,-0.264867,-0.286747,-0.540262,-0.212688,-0.441779,-1.240101,0.458830,1.051766,-0.879547,-0.237946,0.329528,-1.473407,0.322396,-0.829308,-0.442081,1.181570,0.931388,1.011549,0.416364,0.359066,-1.433189,0.621359,-1.245317,1.263852,1.003576,-0.242335,1.519217,1.001357
variable_12,-1.624218,0.012452,1.850165,1.570961,-1.441740,-0.831142,-0.484875,0.676588,-0.947086,-0.633088,1.125607,-1.322767,0.342870,-0.418179,0.135314,1.099729,0.177044,1.142347,-0.328611,-0.012951,1.962302,-0.207770,0.455574,2.328852,0.914632,-0.451060,0.180925,0.907500,-0.403300,0.483612,-0.958037,-1.479983,0.384649,0.389134,0.335783,-0.735176,0.683479,-0.768785,1.836518,-0.755466,-0.216497,0.619414,0.320276,0.912829,0.415705,-1.531138,-1.288323,0.060461,-1.119910,-0.967660,0.562012,0.116751,1.585046,1.851726,-1.215158,1.042692,1.280252,0.408322,-0.970203,-1.209083,-0.184237,1.663935,0.557988,-0.480109,-0.348732,-0.986737,0.624175,-1.202249,-1.678156,-1.109656,-1.501046,-0.223116,2.246943,1.579486,-0.985066,0.699675,1.404816,-0.440223,0.653203,1.126246,-0.673772,-1.653687,-0.585662,-0.123885,-1.033855,0.728612,0.857222,-0.304970,0.823276,0.226957,0.523513,-0.441321,0.811537,-1.249278,-0.404097,0.423765,0.395868,-1.117320,1.478521,0.245064
variable_13,0.964844,-0.638218,1.768100,2.383730,-3.031240,0.477763,-1.097990,-0.820100,-0.746100,1.771140,-1.116160,-0.887781,0.479588,1.494407,0.559377,1.331751,-0.661049,-1.362549,-0.231639,-2.583814,1.172075,0.610463,-1.297689,0.711762,1.084310,0.694559,0.296800,1.374593,0.212660,-0.294336,1.108198,-1.013455,-1.330779,0.052216,1.120444,0.180040,1.003099,-1.371839,0.166402,-0.870433,-0.525128,-1.748182,0.444773,1.954810,-0.142419,0.828948,-1.408761,-0.144191,-0.937271,2.660829,0.846215,1.782423,0.937700,0.265606,1.684090,-0.032974,-0.082619,0.261863,-2.195180,-0.483706,0.921550,0.736829,-0.347726,-1.808730,-1.185889,0.757209,-1.043711,0.331220,-0.062019,-1.479615,-0.297453,1.645711,3.032526,0.236842,-1.164173,-0.254363,-1.173192,-1.227918,-0.093663,-0.532277,-1.421056,-0.725999,1.715511,2.539833,-0.881057,0.033374,0.087162,-0.016865,1.050236,-0.152821,0.461398,-1.127890,-0.323719,-0.475744,-0.610079,0.362266,1.781157,1.161979,-1.113117,-0.384889
variable_14,2.409153,1.405212,0.348647,-0.835130,0.252179,-0.115631,-0.745180,-0.059682,0.624110,-1.149291,0.681171,-0.376164,0.134606,0.333187,-0.769022,1.433842,1.051729,-0.100227,-0.798964,-0.093337,-1.403277,0.725790,-0.599197,0.770943,0.555682,0.369033,0.262949,0.262838,0.888900,-0.504671,-0.731734,-2.235956,0.823338,-1.001029,-1.352425,1.448111,-0.370039,-0.101964,-2.226232,0.362454,-0.232233,0.416097,-0.872310,0.232943,-1.323253,-0.680807,-2.198851,-0.488481,1.555991,0.071460,-1.922934,-0.341702,-0.444001,0.280376,1.091767,0.400535,-1.508934,-1.001168,-0.447436,0.535881,0.290638,-0.823791,0.801625,-0.753839,-2.473815,0.624171,-2.097244,-0.427773,0.083377,0.010410,1.035274,-1.869046,-1.730988,-0.405851,0.236926,-0.008604,2.011202,-0.205794,0.539356,0.152485,-0.507256,-0.463941,-2.310894,-1.829310,-2.687191,-1.365241,-1.271461,-0.672991,0.916178,0.557996,1.103411,-0.351405,-0.294119,-0.565882,1.393492,-0.864881,-0.785482,0.258943,1.033810,0.698848
variable_15,-1.417533,-0.853667,-0.726662,-0.972458,-0.165158,-1.763312,-0.320660,0.013034,-0.381897,-1.731103,-0.430363,0.681156,0.507379,-0.391634,-0.183898,1.841297,1.582645,-0.322241,0.663891,-1.720632,-0.517792,-1.056218,0.540792,-0.467721,0.590446,-0.403862,1.581274,-1.728055,-0.010232,-1.132112,-0.120289,0.549724,0.532909,-0.526214,-0.474327,-0.516053,0.269550,-0.845246,2.936051,-2.119578,0.146718,-1.664634,-1.127185,0.560581,-0.835601,1.268199,-0.062659,1.754304,-0.313365,0.834881,-1.058186,-0.620203,2.460956,0.076367,0.164507,-1.545165,-0.648436,0.775073,0.239419,0.767826,0.495453,-0.417539,1.068399,-2.068687,-0.288063,-0.560124,-0.243351,1.796863,-1.838258,0.767788,0.180356,0.364040,0.930256,1.811439,1.772524,0.852970,0.242367,0.535400,0.808552,-0.723493,0.944007,0.595926,-0.274469,0.327924,1.183295,0.688311,0.021794,-0.145809,-0.089222,-1.523286,0.587488,-0.994791,0.638688,-0.123206,-0.423563,1.432132,-0.067672,2.407686,1.910838,0.398267
variable_16,-0.139528,0.148057,0.327234,0.000008,0.499232,-1.032445,-0.320939,0.196525,0.813965,-1.085541,-1.065079,-0.798816,0.361061,2.056759,-0.696394,0.045307,-1.406249,0.517341,-0.893735,1.423288,0.730145,-0.725252,0.202757,-0.495218,-1.560271,-0.166993,2.155153,1.550360,1.145695,-0.345642,-0.146331,1.297567,1.239724,0.197492,-1.193239,-1.040536,-2.353448,-0.496105,-0.429424,-0.186087,-0.378254,-0.323273,0.340632,-1.374810,-1.359616,1.282046,0.545724,-1.071075,-1.269982,-1.564936,-0.524349,2.164573,0.749960,1.610439,-0.757570,0.262940,-2.422128,-1.389224,-0.267883,-0.417051,-2.648141,0.161123,-1.276763,-0.101620,0.933881,0.471785,1.066476,0.239542,-0.016880,-0.145425,-0.904234,0.060491,-0.708066,-0.288921,-0.885107,0.023989,0.938529,-1.079403,0.318094,0.003055,0.134406,-0.004871,-1.179804,-0.235727,-1.892360,-0.163959,-1.675571,-0.764569,-1.043806,-0.343887,-0.701697,1.602920,-0.372565,-1.154996,-3.241059,0.970129,0.410278,1.942557,0.651315,-0.166670
variable_17,0.956032,0.423477,-0.367648,-0.478641,-0.802340,-1.851466,-0.539248,0.723791,1.352292,0.507416,-0.741023,-0.400663,0.370471,-0.089038,-0.407727,-0.654711,-1.675088,-0.962208,-0.073387,0.310606,-0.419694,1.069648,1.608485,0.656155,-1.403988,-0.367702,0.861305,-1.346625,-0.329946,0.531515,0.067718,0.195284,0.401095,0.744444,0.315922,-1.571089,-0.191797,0.358957,2.039912,-1.310195,-1.428655,0.017099,-0.813226,-0.128027,0.175602,0.899990,-1.371337,0.174869,-1.085626,-0.764515,1.220921,1.710890,-0.006244,0.631441,1.349181,-1.366885,0.079877,0.377286,-0.152880,1.542291,-1.590944,-1.246419,-0.954188,-1.067889,1.279244,-1.281591,2.034413,-0.642352,-0.015148,-1.138367,-1.392821,1.096529,-1.644750,1.425559,0.573453,-1.746448,-0.298899,0.175020,1.301089,0.635720,-0.974116,0.011432,-1.253870,0.198147,1.396223,-0.532927,0.415417,-0.864027,-0.176877,1.216145,-0.820937,0.363724,-2.206198,0.849093,-0.353117,-0.054806,-0.012792,0.253790,0.523133,0.958772
variable_18,-1.029400,0.459366,0.200785,1.501890,-0.401088,0.155255,-0.102413,0.805932,-0.343762,-0.641955,0.402697,2.726270,1.026891,-1.043464,2.631508,0.357728,0.510061,-0.632273,0.825795,1.370246,-0.088471,-1.671552,-0.057263,-0.200194,0.521179,1.526656,0.362998,-1.513335,0.766772,0.653343,0.216694,-0.776692,-0.355891,-1.448553,-0.087712,-0.577044,0.566358,-1.520226,-0.354978,0.014265,0.636108,1.366334,2.015616,0.170603,0.060663,-0.816426,0.382734,1.184136,0.186784,0.860071,-0.700016,-1.254609,-0.059142,-1.159483,-2.139025,-1.524411,2.098990,-1.173817,-0.724022,0.757000,-1.388941,-1.646891,1.628801,-0.272837,-1.349654,1.206245,1.079401,0.750431,-0.928199,0.721247,-0.687982,-1.627960,-0.071657,1.770587,-3.096648,0.914664,-0.677217,0.251041,-0.740208,1.554277,-0.775479,1.699667,0.420453,-1.037033,0.053346,-0.708894,-1.422360,0.738532,0.236898,1.133155,0.865370,-1.545067,0.140019,0.359452,-0.220328,-0.453455,-0.310367,0.116610,-2.130153,-0.240503
variable_19,-0.774909,-0.608842,-0.132680,-1.427805,-2.676347,-1.102840,-0.455908,-0.483403,2.087477,1.092978,-0.706454,0.161294,-0.086764,-0.157548,-0.787195,-1.655428,0.910559,-1.009199,-1.234617,0.719453,0.189678,-0.695848,-0.715262,1.327972,-0.055509,0.025641,-0.497662,-0.385616,0.960476,-0.134801,0.268539,-1.294568,0.293037,-1.152429,0.760953,-1.025275,-0.953696,-0.511349,-0.570038,1.422835,-0.587481,0.104717,-0.219580,1.244537,0.530740,-0.739218,1.064794,0.178282,-0.095905,-1.048259,-1.681553,-1.141749,-1.189359,-1.439885,2.197343,-0.551170,-0.915787,-0.434460,0.422610,0.718677,0.977955,-0.046908,-1.140087,-0.854823,-0.923690,1.258795,0.146923,-1.140370,1.406736,1.158891,-1.122026,-0.471930,0.509943,-1.108527,0.053628,0.306284,0.540097,0.781670,0.734933,-0.477761,1.019918,-1.059443,-1.509054,-0.674889,1.149632,-1.165081,-1.579000,0.209063,-2.449503,-0.567318,1.618892,0.332498,-0.093852,0.628080,0.290255,-0.940298,-0.307754,-1.841951,-1.076162,0.581410
variable_20,-0.747722,-0.373792,-1.106598,-0.960100,-1.674199,0.389857,-0.433513,1.044999,-1.818590,0.974434,0.251151,-0.481387,1.562068,0.418008,-0.731802,0.277229,-1.710481,1.433776,-0.556883,1.142896,-0.256799,-0.460945,-0.591434,0.786575,-0.929113,1.353145,0.780349,0.705747,-1.402988,-2.463418,-1.015518,-1.461164,0.973006,-0.277730,-0.933734,-0.202385,0.151330,1.937805,0.199603,0.287405,-0.023567,1.048617,1.933855,0.673290,1.027518,-0.698636,-0.282817,0.986190,-0.236761,0.744939,0.825130,-0.228856,-0.202946,-1.250385,-1.242366,-0.244600,-1.114046,0.188222,0.802023,0.374850,1.075753,1.930280,-1.155030,1.151299,0.486073,0.627402,1.107694,-0.265666,-1.543098,-1.169154,0.840710,-0.650814,-0.427989,-0.197283,0.228440,-1.236432,0.333338,-0.247397,-0.634669,-0.773920,0.041188,0.466848,0.743677,1.116872,1.996388,0.587840,0.154186,-0.522209,0.055592,-0.528451,-0.282354,0.849810,2.607365,-0.384202,0.130188,-0.710788,-0.201628,0.007990,0.418926,0.499557
variable_21,0.191921,-0.614530,-0.130704,-0.713079,1.197192,-0.544796,1.602983,1.162115,-0.073173,1.848948,1.502586,0.075641,-0.395992,0.053316,0.904523,0.081378,-0.744792,-1.554889,1.472985,-0.367006,1.106821,1.188266,-2.210777,0.498751,0.475604,0.136841,-0.012261,-0.267403,0.745851,-1.347058,-0.035262,0.058350,-0.540460,-0.067723,-0.748889,0.822629,0.710198,1.545255,0.757049,-0.101599,0.029954,-0.858528,-0.625094,0.303779,0.195181,-0.334866,-0.350404,-0.574363,-0.713209,-0.294512,2.366363,0.390833,0.371172,0.669882,1.099652,1.565424,-0.848156,-1.575352,-0.495144,-0.853311,-1.717410,0.589644,0.128586,-1.448166,-0.163768,0.846637,1.135544,-0.529955,-0.067930,1.672312,0.801723,-0.173957,0.317376,-0.755458,-0.228477,2.887632,0.078682,2.283615,0.533105,0.266524,-0.936528,-0.488536,-1.020589,0.649360,1.175296,-0.186474,0.253917,-2.276942,0.865481,-0.004507,-0.676198,-0.028860,-0.219666,1.513755,-3.358905,0.121407,-0.081656,1.131550,0.273803,-0.787568
variable_22,-0.994059,1.081151,-0.954979,-0.036530,1.986237,1.586338,-2.197828,-0.184580,-0.385350,-0.245696,-0.359479,1.183751,2.601685,0.075632,-1.028846,-1.825061,1.960381,-0.656057,-1.283183,-0.677892,0.971376,-1.582661,-0.580933,0.838689,0.537894,0.769781,-0.709075,-1.141018,-0.470108,0.276106,-0.326399,1.102559,1.726696,0.096440,-1.152373,-0.709975,-0.811866,-0.061282,-0.675332,2.092284,-1.606513,0.685429,-0.940611,1.552107,0.697840,0.451205,1.739700,-0.830075,1.644980,1.194890,0.754923,0.161579,0.134219,0.334871,0.532955,-0.285286,-1.595666,0.330730,0.847672,-0.082466,-1.178021,-0.483311,0.773780,2.162888,0.856399,0.698907,0.264288,0.748678,-1.388777,0.234327,-1.653554,-1.229975,0.645408,0.693530,0.431039,0.384474,0.153492,1.960272,-1.976017,0.595815,-0.441078,-1.066151,0.175054,-0.461041,-0.027379,0.216419,-0.198966,1.468404,0.620939,1.217630,0.799347,-0.006487,1.802502,-1.307705,0.393176,0.135161,-0.596974,0.538516,0.078766,-1.545827
variable_23,0.776232,0.285603,0.185479,-0.031849,-0.938864,-0.185766,0.380320,0.269295,0.784312,1.194261,-0.221465,-1.781623,-0.104553,1.000198,0.189512,0.503260,0.999577,-0.068613,-0.143875,-0.730484,0.440541,-1.121663,-0.507924,-1.298273,0.490561,0.171264,-0.152822,-0.971938,0.250656,1.493109,0.858227,0.351198,0.470297,1.166562,0.773742,-0.350050,0.325491,-0.351117,-0.811899,-0.197142,0.091802,-0.456929,-0.186494,0.377596,2.130901,-0.670917,-0.491686,2.025421,-1.681667,-0.223276,-0.759744,0.960394,-0.510656,-0.430777,1.839526,2.890706,0.810806,-1.311016,0.021992,-0.540007,0.600764,0.493557,0.621592,2.245083,-0.661140,-1.708567,-0.410084,-0.914119,-0.868309,2.149828,-0.087022,0.853681,0.253544,0.261728,-0.443751,0.693793,0.281843,-1.464274,1.177240,-0.019070,1.614581,-0.281367,0.479642,0.287083,1.309061,-0.851117,0.558492,-1.705228,-0.177923,-0.723281,0.082684,-0.991037,-0.333653,-1.017952,1.503099,1.668389,-1.278949,0.442302,0.537317,-0.774033
