variable,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99,sample_100
variable_11,0.885727,-0.895679,1.130395,-1.648168,0.720098,-0.241561,0.848601,-0.435077,-1.623375,0.092376,2.448197,-1.091035,0.406496,0.110214,-0.325634,-0.035960,-0.526122,-0.413747,0.348290,0.304954,3.105235,0.735824,-0.710797,-0.171146,0.923787,-0.183155,0.703392,0.128422,0.967782,0.258409,-2.343818,-1.237923,-0.098028,0.471011,0.090049,-0.083087,0.141793,0.532672,0.894981,-0.154268,-0.498947,-0.174615,0.986237,-0.332537,-0.439782,0.567630,-0.426275,0.807470,0.039004,2.178980,-0.328790,1.223211,0.583518,-0.070306,-1.333532,0.634890,0.240139,-1.913098,2.956820,-0.317544,-0.023392,-0.002478,0.817540,-1.768922,0.794626,-1.316847,-0.724769,-0.342806,1.159715,0.751527,-1.090820,-0.242261,-1.412674,-0.771645,0.751860,0.407433,-0.642714,-2.893282,-0.974747,-0.637705,0.476832,0.159173,-1.722891,-0.608723,0.089874,-0.312796,0.461177,-0.168228,0.093907,-1.026850,-0.246866,-1.832815,2.042677,0.091055,2.681422,0.362455,-1.196079,0.691539,0.685073,-0.445514
variable_12,-1.035912,0.498576,0.473737,-0.418446,-0.089892,1.195147,0.217682,-1.414231,0.253397,0.985099,0.432284,0.738498,2.011506,-0.454755,-0.208796,-0.387208,0.033862,0.874251,0.505341,-0.564869,-0.600275,0.752526,0.125168,0.081828,0.379338,-0.656034,0.772917,-0.160521,1.152964,1.937641,1.472534,-0.371386,0.252136,1.072284,-0.640484,-0.146501,-0.404649,-0.109006,0.600879,-1.562558,1.715240,0.963233,-1.172618,1.517704,-1.540243,-0.289868,-0.934460,-0.077479,1.058328,0.980944,0.710564,0.756148,0.954891,0.285317,-0.808546,-1.525406,-0.212855,0.329272,-0.106407,1.461271,0.099180,-0.247055,-0.745673,-0.330306,0.327479,0.250058,0.726752,-0.625589,1.374253,1.002985,1.290732,-0.768616,-2.089277,1.262290,-1.013188,1.145988,0.402872,-0.658155,-0.781844,-0.226593,-1.912917,0.188385,-0.384170,-0.347756,-0.018918,1.071577,-0.505090,-0.610794,-0.317206,-1.432602,0.348314,0.665782,-0.044911,-0.855225,0.247177,0.443334,0.143921,0.023750,-0.468482,-0.025724
variable_13,-0.836654,-0.344914,0.723631,-0.245552,-1.544442,-2.143517,0.214628,-0.832752,-0.842700,-1.265441,-0.499216,-2.326858,-1.396619,-0.790221,0.007354,-1.900771,-0.568171,-0.489368,-0.300084,0.455096,0.531692,0.433632,-0.371391,0.666977,0.075836,0.751855,-0.381352,1.164034,-1.729195,0.451117,0.480173,1.362130,0.289119,0.816651,1.527837,0.858095,0.903095,-0.629309,-0.678283,0.960443,-1.094530,2.808999,-2.422869,-0.910647,-0.717449,0.289258,1.365650,0.832025,-0.648269,-0.800867,0.675578,1.462855,0.916296,0.263428,0.398981,-0.585463,1.374015,1.054153,0.254111,0.047288,1.005112,1.031616,0.543559,1.372280,1.767567,-2.017158,-3.123586,-0.489353,-0.879345,0.244993,0.314855,-0.786774,-0.533615,-0.286800,-1.226623,1.521510,-0.017357,0.002336,0.165472,1.718819,0.465367,-1.359427,-0.081037,-0.814550,1.162467,-0.034508,0.080946,-1.818401,1.354533,-2.026554,-0.508881,0.479620,-0.562603,0.394306,1.471795,0.287765,-0.722079,1.279097,-0.697771,-0.568957
variable_14,0.993040,0.026442,0.331618,-2.004105,-0.833184,2.734462,-0.017601,0.727121,0.892702,0.187487,1.161949,-0.790644,0.746345,-0.504926,-1.492162,0.420215,-0.160318,0.594415,0.947395,0.193187,-0.614147,-0.264087,0.350351,0.275887,2.295662,-0.919001,-0.227340,0.442669,1.422055,0.959228,1.023174,-0.675898,1.403456,0.426017,-0.918870,0.306313,-0.677790,-1.400995,-1.526851,0.077571,0.686271,-1.935008,-0.654777,-0.252166,-0.898887,-1.823678,-1.054173,0.509991,0.837120,0.653244,-0.217843,1.008805,0.440974,-0.787335,0.467884,1.732769,0.179620,-0.071617,-0.065581,0.639081,-0.328820,-0.456241,-0.391581,2.311640,-1.308884,-0.165592,0.297269,1.346327,-2.192443,-0.776738,-0.792152,0.945321,0.008341,0.584567,-1.586695,-0.760723,-0.644919,-1.633574,0.319545,-1.844651,0.083030,2.270138,-0.678907,1.209733,0.296738,-0.029337,-0.032415,0.170173,0.461247,1.552215,-0.484157,0.028203,0.664425,0.447022,0.450872,-0.532670,0.264109,0.945229,-0.037231,0.946916
variable_15,0.417895,0.273902,0.011105,1.110677,0.099188,-0.311468,-0.727604,-0.261271,-0.818545,-0.354384,-2.019421,-0.259648,-1.486704,0.595100,-1.068556,-0.112288,0.514606,-0.826151,0.713430,0.279278,1.470445,0.190263,0.682854,2.352949,0.626379,0.865631,-0.400530,-0.502939,-0.289137,0.467924,0.243838,1.235343,-1.151942,-1.811383,0.965808,0.638160,1.455165,-0.636198,-0.309498,-0.615991,2.090701,1.145339,0.370318,1.150535,1.297751,-0.570229,-0.899665,0.366365,-0.531341,0.048485,0.292690,-0.475656,2.284138,-0.208025,0.459744,0.524838,-1.508398,0.024238,-0.112013,-0.826967,-0.324668,1.554879,-1.356681,-1.386601,1.294554,-0.494659,0.094830,-0.447196,-0.866180,-0.470202,0.141132,0.207449,1.018131,1.418340,-1.542805,0.392701,-0.847637,-2.251656,-0.349230,0.280550,0.133657,0.779622,0.397472,-1.327193,0.093190,-1.225485,-0.989207,1.253545,-0.040704,0.094462,1.317010,-0.625823,0.966592,1.299565,-1.156240,1.438491,-0.739750,1.696569,-1.070198,-0.230710
variable_16,-0.263320,0.928532,-1.156704,-0.303912,-1.677991,-1.183370,-0.916422,1.125155,0.725166,2.283212,-0.307834,-0.053349,0.483970,-0.206065,-0.939420,0.641096,0.210487,-0.261546,-1.293294,0.285958,0.927038,-0.646497,0.213046,-0.968181,-0.138312,1.220388,1.271839,-0.850006,-0.121782,0.042683,-0.397072,0.448388,0.809281,-0.186993,-0.075578,0.467457,-1.465604,1.018128,0.551680,0.047656,-1.357321,0.965307,-0.318955,0.405162,-0.576287,-0.209541,-1.818154,0.289443,0.760094,-1.313741,-1.086420,-0.235808,0.508906,0.972249,-0.579733,0.112027,-0.198002,-0.705660,0.407714,0.934145,0.224921,-0.987566,-1.268055,0.504172,0.323695,-1.098232,-0.032048,2.236372,-0.439053,-0.164297,-0.159031,-2.376849,-0.016846,0.880488,0.400724,-0.927129,0.492628,1.840415,1.048253,-0.330832,0.801158,1.661840,-0.310561,2.041134,-0.589789,1.259545,-0.546316,1.428583,1.068478,0.271679,-1.462327,-0.511065,0.380025,0.392625,-0.999593,1.496829,-0.622589,1.773397,-0.691205,-1.179415
variable_17,-1.221000,-0.129908,-1.342941,0.198708,1.233147,0.515720,0.492785,-0.226263,0.285077,0.949905,-0.397515,-1.109874,1.795498,1.021211,1.185185,-0.649858,-0.319302,-2.625891,-0.211003,0.432706,-1.069810,-1.018692,2.964704,-0.163323,-1.951425,0.708411,0.548133,-0.735762,-0.019937,-0.070492,-0.725582,0.237224,1.781006,0.113099,-3.067657,0.277869,-0.664171,0.742226,-0.625005,0.058352,-0.334696,0.709425,-0.637362,-1.215295,-1.020561,-2.106156,0.487774,-0.269082,0.074412,-0.239205,0.625415,0.716743,-0.014408,-0.686399,1.570909,-1.390143,-0.892973,0.690821,-0.189370,0.987692,-0.015191,-0.651783,-1.167688,1.193378,0.593353,1.249132,0.370069,1.913437,0.280528,-1.215416,-0.808451,0.384962,0.801877,-2.620662,-1.111028,-0.675594,1.217696,0.122873,0.899108,0.414736,-0.334670,0.549564,0.435534,-0.870975,2.038400,1.514441,-1.822201,1.512746,0.334186,0.271815,-0.397127,-0.658999,-0.552776,-0.039836,-0.632842,-1.126893,-1.750140,0.060883,-1.566326,-0.901846
variable_18,1.112583,-0.564227,1.575983,-0.837772,-1.159071,1.083772,0.738264,-1.304666,0.875161,0.074529,2.249579,0.179348,-1.302582,0.899844,-1.479683,1.307152,0.586228,0.078008,-0.723509,-0.008573,-0.202991,1.581103,-0.040145,2.406447,-0.813512,-0.930901,-0.300693,-0.169203,-0.218662,0.154328,2.290324,-0.130707,0.577318,-0.014651,-0.162830,-0.434708,-0.159181,0.004666,-1.473416,0.306904,-0.464294,-0.375618,0.416057,-0.338675,-0.167673,1.957923,0.297490,-0.260075,1.420462,-0.284560,0.489721,-0.927259,-0.624247,-2.014863,-0.030796,1.281876,1.232681,0.286493,0.455301,0.016152,0.244825,0.616059,-0.970991,-0.099074,0.447590,-0.636964,-0.528803,-0.770918,-1.779617,-0.793902,0.296994,0.843712,-1.152284,-0.096746,0.812279,1.199365,0.046008,-0.473808,-1.299492,1.083572,-0.006884,0.825902,1.403636,-0.102382,-1.309157,1.435043,-1.701502,1.273530,-0.399522,-0.647557,-0.458343,0.064047,-0.476835,0.128745,0.855749,-0.772401,0.188617,-0.512810,-0.992878,0.154550
variable_19,-1.094246,-2.618046,1.350566,-0.609951,-1.007612,-0.458162,0.831117,-0.936502,0.291402,-1.041600,0.199386,-0.381717,0.891212,-0.456545,-1.221442,0.571362,0.643029,-0.900046,0.415641,-1.044359,1.491352,1.161817,-0.874655,0.040907,1.085131,0.984406,-1.429957,0.588685,1.529369,0.778107,-0.496865,0.180310,-0.279300,-0.817906,-0.051169,2.847885,-0.051528,-1.118530,1.748924,-0.225245,-0.885602,-2.002981,0.210201,-2.370867,1.599371,-0.129871,0.852677,-0.529399,0.356166,-0.687174,2.313786,0.560503,-0.492008,0.389252,1.088597,-0.228562,-0.959303,2.526240,1.735063,1.458401,-0.510562,0.884022,0.472231,-1.252375,1.742469,-0.636338,0.161184,-0.485828,-1.862286,0.315235,-0.345073,-0.833518,-1.173472,0.549035,0.391536,0.348456,0.668333,-0.850731,0.621156,0.056986,0.076500,-0.390049,-0.089504,0.376993,0.621954,1.956376,-0.925033,0.859508,1.193443,-0.240973,-1.052959,1.141743,-1.356009,-1.583400,-1.026648,0.529435,-0.595708,-0.741955,0.646181,-0.942947
variable_20,0.793418,-0.814832,0.053517,0.351180,0.407941,-1.096959,-0.315966,-1.192000,-1.572875,-1.332129,-0.911428,-0.599641,0.876756,0.002956,-1.339777,-1.839474,0.231601,-1.134935,-0.871344,-0.391092,-0.298121,-0.041268,-1.069405,-0.591436,1.913547,0.357806,-1.081235,-0.654181,1.453233,-0.380384,-0.766415,0.166863,1.367233,-1.640198,0.008819,-0.175237,0.762470,-0.408805,1.129179,1.992304,1.366806,1.099064,-1.072975,0.032958,-0.764907,-0.651238,-0.029290,1.049107,1.642209,-0.849650,-0.017868,0.459226,-1.823098,-0.351643,0.369089,-0.545495,0.375024,2.160536,-0.133647,-0.309314,-0.556172,2.491536,0.589146,-0.090290,0.228154,0.892036,1.093429,-1.378143,-0.027113,0.862632,-0.969936,0.577576,-1.536355,1.267859,0.846738,0.807150,-0.252105,-0.412015,0.447178,1.252490,1.306243,-1.294059,-0.296948,0.996843,-0.667010,0.933796,0.627810,1.104969,-0.784853,1.318703,1.494541,-1.397986,1.089272,0.223271,1.299096,0.122416,1.532032,0.910193,1.152607,-0.846921
variable_21,0.787906,-0.678428,-1.136859,0.214332,0.676586,-1.416288,0.655276,-2.638734,-0.738394,1.838786,-0.646037,-0.317211,-1.021740,0.647586,-0.342397,-0.660924,-0.663380,-0.212103,-0.763147,-0.119239,-0.333099,-1.074772,2.137215,1.195283,-0.165994,-0.768960,-1.097986,-0.293766,1.060914,0.634350,-0.784532,2.054490,-1.907132,-0.440216,-1.585092,-1.708532,0.904114,0.325255,-0.436317,1.227137,0.148018,0.567789,0.039332,-2.116663,-0.508321,-0.380890,0.936685,-0.181379,-1.689026,-0.419696,-1.370200,-0.852076,-2.472656,0.452985,0.482197,0.973794,-0.002298,1.228509,-0.864923,0.796036,1.105632,0.329397,-0.434000,0.058397,0.439268,-0.274885,-2.061560,-0.274821,0.169733,-1.033476,0.257560,-0.731219,1.038755,-0.408838,-1.370703,0.592247,-0.552575,0.641916,0.689348,1.613595,1.609556,0.767248,-0.406343,-0.670717,-1.261590,1.871828,-0.439469,-1.407358,1.621327,1.165474,-0.649031,0.878790,0.156999,0.041358,0.584847,-1.208804,1.107511,-0.378629,0.662845,-0.728137
variable_22,-0.261446,-0.268194,0.300280,-0.372665,1.486145,1.538600,0.849997,-1.339691,-0.623700,-1.393673,-1.339776,-0.581922,0.104427,2.265613,-1.544064,-1.925148,-0.066841,-1.395466,-0.753112,-0.359642,-2.225309,-0.800019,0.752184,1.852376,0.146331,-0.194257,2.450746,1.381516,-1.147213,0.769283,0.843364,-0.605452,-1.098975,-0.973330,0.073423,-1.266386,-0.069627,-0.047592,0.157584,1.188014,-0.801228,1.126300,-0.349642,-0.413621,-1.415819,-0.874264,1.288503,-2.230679,-0.726012,0.345266,-0.890759,-1.378298,-0.132434,0.066892,-0.048570,0.262218,1.495854,-1.356482,0.014634,0.465453,-0.072324,0.656804,-0.288317,0.253596,0.109047,0.306684,1.155257,-0.045304,2.220743,-1.742034,-0.713865,0.276906,-0.536521,-1.097669,0.169271,-0.041342,0.736185,0.650000,-0.934943,1.643939,-1.216501,0.593821,0.826910,-0.340951,-1.954463,1.386546,-0.191547,0.210914,-0.101699,1.345417,1.942326,-0.436872,-0.888444,-0.063896,0.559748,-0.373757,-0.645761,0.441365,0.862874,-1.342314
variable_23,1.049969,-1.304252,0.051355,0.890271,0.090497,0.925992,-0.729540,-1.320109,-0.088404,0.384005,1.496770,1.624729,-0.118769,0.079980,0.427776,-0.457964,0.221830,-0.924276,0.309109,-0.771390,0.025494,-1.230350,0.609202,-0.166183,-0.636342,0.468047,0.171892,-1.786407,-0.922425,-0.777669,-1.315521,0.497983,-0.527392,-0.905044,-0.042899,-1.303324,-1.472801,-0.308729,-0.441396,1.969639,1.639159,0.123027,-0.471624,2.427578,0.548774,0.951296,0.059934,-0.422022,-0.434287,0.914668,-0.807702,0.505049,1.726833,0.337056,-0.580819,-1.650568,0.362939,0.390949,2.178043,0.038523,-0.442483,-0.979615,-0.594921,-1.489889,-0.052343,1.601530,-0.678302,-0.874968,3.217651,0.280930,0.905347,-0.041932,0.539161,-0.745926,0.010375,-2.344296,1.447913,-0.537913,0.086864,1.041741,-0.002926,1.233883,-0.474871,-0.102073,0.066556,1.328453,0.548031,-1.423474,0.011786,0.408792,-0.540609,-1.854656,0.507043,-0.576439,-0.170412,1.363831,-0.202319,-0.031149,0.212485,-1.863368
